subject,sequence,image_index,filepath,file_prefix,AU17,AU1,AU2,AU25,AU27,AU4,AU7,AU23,AU24,AU6,AU12,AU15,AU14,AU11,AU26,high_level_emotion
S085,4,17,./cohn-kanade-images/S085/004/S085_004_00000017.png,S085_004_00000017,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,negative
S086,1,19,./cohn-kanade-images/S086/001/S086_001_00000019.png,S086_001_00000019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S086,2,15,./cohn-kanade-images/S086/002/S086_002_00000015.png,S086_002_00000015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S087,1,11,./cohn-kanade-images/S087/001/S087_001_00000011.png,S087_001_00000011,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S087,2,20,./cohn-kanade-images/S087/002/S087_002_00000020.png,S087_002_00000020,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S087,4,12,./cohn-kanade-images/S087/004/S087_004_00000012.png,S087_004_00000012,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,negative
S087,6,12,./cohn-kanade-images/S087/006/S087_006_00000012.png,S087_006_00000012,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,negative
S088,1,17,./cohn-kanade-images/S088/001/S088_001_00000017.png,S088_001_00000017,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S088,2,17,./cohn-kanade-images/S088/002/S088_002_00000017.png,S088_002_00000017,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,negative
S088,4,20,./cohn-kanade-images/S088/004/S088_004_00000020.png,S088_004_00000020,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,negative
S089,1,16,./cohn-kanade-images/S089/001/S089_001_00000016.png,S089_001_00000016,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S089,2,21,./cohn-kanade-images/S089/002/S089_002_00000021.png,S089_002_00000021,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S089,3,36,./cohn-kanade-images/S089/003/S089_003_00000036.png,S089_003_00000036,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,negative
S090,2,11,./cohn-kanade-images/S090/002/S090_002_00000011.png,S090_002_00000011,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S090,6,11,./cohn-kanade-images/S090/006/S090_006_00000011.png,S090_006_00000011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
S091,1,15,./cohn-kanade-images/S091/001/S091_001_00000015.png,S091_001_00000015,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,negative
S091,2,7,./cohn-kanade-images/S091/002/S091_002_00000007.png,S091_002_00000007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S091,3,21,./cohn-kanade-images/S091/003/S091_003_00000021.png,S091_003_00000021,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S092,1,17,./cohn-kanade-images/S092/001/S092_001_00000017.png,S092_001_00000017,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S092,3,14,./cohn-kanade-images/S092/003/S092_003_00000014.png,S092_003_00000014,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,negative
S093,1,20,./cohn-kanade-images/S093/001/S093_001_00000020.png,S093_001_00000020,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S093,2,24,./cohn-kanade-images/S093/002/S093_002_00000024.png,S093_002_00000024,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,negative
S093,4,16,./cohn-kanade-images/S093/004/S093_004_00000016.png,S093_004_00000016,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,positive
S094,1,10,./cohn-kanade-images/S094/001/S094_001_00000010.png,S094_001_00000010,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S094,3,13,./cohn-kanade-images/S094/003/S094_003_00000013.png,S094_003_00000013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S095,1,16,./cohn-kanade-images/S095/001/S095_001_00000016.png,S095_001_00000016,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S095,2,15,./cohn-kanade-images/S095/002/S095_002_00000015.png,S095_002_00000015,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,negative
S095,3,11,./cohn-kanade-images/S095/003/S095_003_00000011.png,S095_003_00000011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S095,4,14,./cohn-kanade-images/S095/004/S095_004_00000014.png,S095_004_00000014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S095,5,16,./cohn-kanade-images/S095/005/S095_005_00000016.png,S095_005_00000016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S096,1,7,./cohn-kanade-images/S096/001/S096_001_00000007.png,S096_001_00000007,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S097,1,21,./cohn-kanade-images/S097/001/S097_001_00000021.png,S097_001_00000021,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S097,4,30,./cohn-kanade-images/S097/004/S097_004_00000030.png,S097_004_00000030,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,negative
S097,5,10,./cohn-kanade-images/S097/005/S097_005_00000010.png,S097_005_00000010,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,negative
S097,6,19,./cohn-kanade-images/S097/006/S097_006_00000019.png,S097_006_00000019,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S098,1,28,./cohn-kanade-images/S098/001/S098_001_00000028.png,S098_001_00000028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S098,3,13,./cohn-kanade-images/S098/003/S098_003_00000013.png,S098_003_00000013,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,negative
S098,4,15,./cohn-kanade-images/S098/004/S098_004_00000015.png,S098_004_00000015,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,positive
S099,1,14,./cohn-kanade-images/S099/001/S099_001_00000014.png,S099_001_00000014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S099,4,15,./cohn-kanade-images/S099/004/S099_004_00000015.png,S099_004_00000015,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,positive
S100,1,14,./cohn-kanade-images/S100/001/S100_001_00000014.png,S100_001_00000014,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,negative
S100,2,15,./cohn-kanade-images/S100/002/S100_002_00000015.png,S100_002_00000015,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S100,3,13,./cohn-kanade-images/S100/003/S100_003_00000013.png,S100_003_00000013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,negative
S100,5,23,./cohn-kanade-images/S100/005/S100_005_00000023.png,S100_005_00000023,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,negative
S101,1,17,./cohn-kanade-images/S101/001/S101_001_00000017.png,S101_001_00000017,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,negative
S101,2,19,./cohn-kanade-images/S101/002/S101_002_00000019.png,S101_002_00000019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S101,3,25,./cohn-kanade-images/S101/003/S101_003_00000025.png,S101_003_00000025,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,negative
S101,4,18,./cohn-kanade-images/S101/004/S101_004_00000018.png,S101_004_00000018,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,positive
S102,1,16,./cohn-kanade-images/S102/001/S102_001_00000016.png,S102_001_00000016,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,negative
S102,2,18,./cohn-kanade-images/S102/002/S102_002_00000018.png,S102_002_00000018,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S102,6,15,./cohn-kanade-images/S102/006/S102_006_00000015.png,S102_006_00000015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S103,1,16,./cohn-kanade-images/S103/001/S103_001_00000016.png,S103_001_00000016,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S103,2,26,./cohn-kanade-images/S103/002/S103_002_00000026.png,S103_002_00000026,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,positive
S103,3,24,./cohn-kanade-images/S103/003/S103_003_00000024.png,S103_003_00000024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S103,7,23,./cohn-kanade-images/S103/007/S103_007_00000023.png,S103_007_00000023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negative
S104,1,28,./cohn-kanade-images/S104/001/S104_001_00000028.png,S104_001_00000028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,positive
S104,2,23,./cohn-kanade-images/S104/002/S104_002_00000023.png,S104_002_00000023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S105,1,14,./cohn-kanade-images/S105/001/S105_001_00000014.png,S105_001_00000014,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S105,3,22,./cohn-kanade-images/S105/003/S105_003_00000022.png,S105_003_00000022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,positive
S105,6,21,./cohn-kanade-images/S105/006/S105_006_00000021.png,S105_006_00000021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S106,1,18,./cohn-kanade-images/S106/001/S106_001_00000018.png,S106_001_00000018,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,surprise
S106,2,16,./cohn-kanade-images/S106/002/S106_002_00000016.png,S106_002_00000016,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S106,4,8,./cohn-kanade-images/S106/004/S106_004_00000008.png,S106_004_00000008,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,negative
S106,6,11,./cohn-kanade-images/S106/006/S106_006_00000011.png,S106_006_00000011,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S107,1,10,./cohn-kanade-images/S107/001/S107_001_00000010.png,S107_001_00000010,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S107,2,17,./cohn-kanade-images/S107/002/S107_002_00000017.png,S107_002_00000017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S107,3,21,./cohn-kanade-images/S107/003/S107_003_00000021.png,S107_003_00000021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S107,4,11,./cohn-kanade-images/S107/004/S107_004_00000011.png,S107_004_00000011,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,negative
S107,6,9,./cohn-kanade-images/S107/006/S107_006_00000009.png,S107_006_00000009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S108,2,17,./cohn-kanade-images/S108/002/S108_002_00000017.png,S108_002_00000017,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S108,5,22,./cohn-kanade-images/S108/005/S108_005_00000022.png,S108_005_00000022,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S108,6,20,./cohn-kanade-images/S108/006/S108_006_00000020.png,S108_006_00000020,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,negative
S108,8,13,./cohn-kanade-images/S108/008/S108_008_00000013.png,S108_008_00000013,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,positive
S109,1,21,./cohn-kanade-images/S109/001/S109_001_00000021.png,S109_001_00000021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S109,2,7,./cohn-kanade-images/S109/002/S109_002_00000007.png,S109_002_00000007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S109,4,13,./cohn-kanade-images/S109/004/S109_004_00000013.png,S109_004_00000013,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,negative
S110,1,13,./cohn-kanade-images/S110/001/S110_001_00000013.png,S110_001_00000013,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S110,2,23,./cohn-kanade-images/S110/002/S110_002_00000023.png,S110_002_00000023,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,negative
S110,3,13,./cohn-kanade-images/S110/003/S110_003_00000013.png,S110_003_00000013,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,negative
S110,5,24,./cohn-kanade-images/S110/005/S110_005_00000024.png,S110_005_00000024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S110,6,27,./cohn-kanade-images/S110/006/S110_006_00000027.png,S110_006_00000027,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,negative
S110,7,29,./cohn-kanade-images/S110/007/S110_007_00000029.png,S110_007_00000029,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,positive
S111,1,14,./cohn-kanade-images/S111/001/S111_001_00000014.png,S111_001_00000014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S111,2,15,./cohn-kanade-images/S111/002/S111_002_00000015.png,S111_002_00000015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S111,3,12,./cohn-kanade-images/S111/003/S111_003_00000012.png,S111_003_00000012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S111,4,10,./cohn-kanade-images/S111/004/S111_004_00000010.png,S111_004_00000010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,surprise
S112,1,22,./cohn-kanade-images/S112/001/S112_001_00000022.png,S112_001_00000022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,negative
S112,2,14,./cohn-kanade-images/S112/002/S112_002_00000014.png,S112_002_00000014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,negative
S113,1,12,./cohn-kanade-images/S113/001/S113_001_00000012.png,S113_001_00000012,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S113,2,19,./cohn-kanade-images/S113/002/S113_002_00000019.png,S113_002_00000019,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,negative
S113,3,15,./cohn-kanade-images/S113/003/S113_003_00000015.png,S113_003_00000015,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,negative
S113,4,23,./cohn-kanade-images/S113/004/S113_004_00000023.png,S113_004_00000023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S113,5,8,./cohn-kanade-images/S113/005/S113_005_00000008.png,S113_005_00000008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S113,7,42,./cohn-kanade-images/S113/007/S113_007_00000042.png,S113_007_00000042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S114,1,18,./cohn-kanade-images/S114/001/S114_001_00000018.png,S114_001_00000018,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S114,2,16,./cohn-kanade-images/S114/002/S114_002_00000016.png,S114_002_00000016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,positive
S114,3,10,./cohn-kanade-images/S114/003/S114_003_00000010.png,S114_003_00000010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S115,1,8,./cohn-kanade-images/S115/001/S115_001_00000008.png,S115_001_00000008,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S115,2,24,./cohn-kanade-images/S115/002/S115_002_00000024.png,S115_002_00000024,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,negative
S115,4,17,./cohn-kanade-images/S115/004/S115_004_00000017.png,S115_004_00000017,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,negative
S115,5,15,./cohn-kanade-images/S115/005/S115_005_00000015.png,S115_005_00000015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S115,6,17,./cohn-kanade-images/S115/006/S115_006_00000017.png,S115_006_00000017,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,negative
S115,8,17,./cohn-kanade-images/S115/008/S115_008_00000017.png,S115_008_00000017,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S116,1,14,./cohn-kanade-images/S116/001/S116_001_00000014.png,S116_001_00000014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S116,2,8,./cohn-kanade-images/S116/002/S116_002_00000008.png,S116_002_00000008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S116,3,4,./cohn-kanade-images/S116/003/S116_003_00000004.png,S116_003_00000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,positive
S116,7,17,./cohn-kanade-images/S116/007/S116_007_00000017.png,S116_007_00000017,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S117,1,14,./cohn-kanade-images/S117/001/S117_001_00000014.png,S117_001_00000014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S117,2,17,./cohn-kanade-images/S117/002/S117_002_00000017.png,S117_002_00000017,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,negative
S117,4,11,./cohn-kanade-images/S117/004/S117_004_00000011.png,S117_004_00000011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S117,7,16,./cohn-kanade-images/S117/007/S117_007_00000016.png,S117_007_00000016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,positive
S118,1,16,./cohn-kanade-images/S118/001/S118_001_00000016.png,S118_001_00000016,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S118,2,12,./cohn-kanade-images/S118/002/S118_002_00000012.png,S118_002_00000012,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,positive
S118,3,14,./cohn-kanade-images/S118/003/S118_003_00000014.png,S118_003_00000014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S118,4,12,./cohn-kanade-images/S118/004/S118_004_00000012.png,S118_004_00000012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S118,6,15,./cohn-kanade-images/S118/006/S118_006_00000015.png,S118_006_00000015,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,negative
S119,1,11,./cohn-kanade-images/S119/001/S119_001_00000011.png,S119_001_00000011,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S119,2,24,./cohn-kanade-images/S119/002/S119_002_00000024.png,S119_002_00000024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
S119,3,24,./cohn-kanade-images/S119/003/S119_003_00000024.png,S119_003_00000024,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,negative
S119,4,14,./cohn-kanade-images/S119/004/S119_004_00000014.png,S119_004_00000014,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S119,7,14,./cohn-kanade-images/S119/007/S119_007_00000014.png,S119_007_00000014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negative
S119,8,18,./cohn-kanade-images/S119/008/S119_008_00000018.png,S119_008_00000018,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,negative
S120,1,14,./cohn-kanade-images/S120/001/S120_001_00000014.png,S120_001_00000014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S120,2,20,./cohn-kanade-images/S120/002/S120_002_00000020.png,S120_002_00000020,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,negative
S121,1,16,./cohn-kanade-images/S121/001/S121_001_00000016.png,S121_001_00000016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S121,2,17,./cohn-kanade-images/S121/002/S121_002_00000017.png,S121_002_00000017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S121,3,18,./cohn-kanade-images/S121/003/S121_003_00000018.png,S121_003_00000018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S122,1,12,./cohn-kanade-images/S122/001/S122_001_00000012.png,S122_001_00000012,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S122,2,15,./cohn-kanade-images/S122/002/S122_002_00000015.png,S122_002_00000015,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,negative
S122,5,34,./cohn-kanade-images/S122/005/S122_005_00000034.png,S122_005_00000034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negative
S124,1,14,./cohn-kanade-images/S124/001/S124_001_00000014.png,S124_001_00000014,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,surprise
S124,2,17,./cohn-kanade-images/S124/002/S124_002_00000017.png,S124_002_00000017,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,negative
S124,3,11,./cohn-kanade-images/S124/003/S124_003_00000011.png,S124_003_00000011,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,positive
S124,4,29,./cohn-kanade-images/S124/004/S124_004_00000029.png,S124_004_00000029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S124,6,11,./cohn-kanade-images/S124/006/S124_006_00000011.png,S124_006_00000011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,negative
S124,7,24,./cohn-kanade-images/S124/007/S124_007_00000024.png,S124_007_00000024,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S125,1,14,./cohn-kanade-images/S125/001/S125_001_00000014.png,S125_001_00000014,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S125,2,17,./cohn-kanade-images/S125/002/S125_002_00000017.png,S125_002_00000017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S125,3,8,./cohn-kanade-images/S125/003/S125_003_00000008.png,S125_003_00000008,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S125,4,14,./cohn-kanade-images/S125/004/S125_004_00000014.png,S125_004_00000014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S125,5,13,./cohn-kanade-images/S125/005/S125_005_00000013.png,S125_005_00000013,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S125,6,22,./cohn-kanade-images/S125/006/S125_006_00000022.png,S125_006_00000022,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,negative
S126,1,37,./cohn-kanade-images/S126/001/S126_001_00000037.png,S126_001_00000037,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S127,1,17,./cohn-kanade-images/S127/001/S127_001_00000017.png,S127_001_00000017,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S127,2,26,./cohn-kanade-images/S127/002/S127_002_00000026.png,S127_002_00000026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S128,1,24,./cohn-kanade-images/S128/001/S128_001_00000024.png,S128_001_00000024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S128,2,10,./cohn-kanade-images/S128/002/S128_002_00000010.png,S128_002_00000010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S128,3,10,./cohn-kanade-images/S128/003/S128_003_00000010.png,S128_003_00000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,negative
S128,4,13,./cohn-kanade-images/S128/004/S128_004_00000013.png,S128_004_00000013,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,negative
S128,5,14,./cohn-kanade-images/S128/005/S128_005_00000014.png,S128_005_00000014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,negative
S129,1,11,./cohn-kanade-images/S129/001/S129_001_00000011.png,S129_001_00000011,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S129,2,11,./cohn-kanade-images/S129/002/S129_002_00000011.png,S129_002_00000011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,surprise
S129,3,24,./cohn-kanade-images/S129/003/S129_003_00000024.png,S129_003_00000024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S129,6,10,./cohn-kanade-images/S129/006/S129_006_00000010.png,S129_006_00000010,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,negative
S130,1,18,./cohn-kanade-images/S130/001/S130_001_00000018.png,S130_001_00000018,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S130,2,30,./cohn-kanade-images/S130/002/S130_002_00000030.png,S130_002_00000030,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,negative
S130,3,28,./cohn-kanade-images/S130/003/S130_003_00000028.png,S130_003_00000028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S130,4,19,./cohn-kanade-images/S130/004/S130_004_00000019.png,S130_004_00000019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S130,6,32,./cohn-kanade-images/S130/006/S130_006_00000032.png,S130_006_00000032,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S130,7,20,./cohn-kanade-images/S130/007/S130_007_00000020.png,S130_007_00000020,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,negative
S130,9,19,./cohn-kanade-images/S130/009/S130_009_00000019.png,S130_009_00000019,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,negative
S130,12,11,./cohn-kanade-images/S130/012/S130_012_00000011.png,S130_012_00000011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S130,13,15,./cohn-kanade-images/S130/013/S130_013_00000015.png,S130_013_00000015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S131,1,16,./cohn-kanade-images/S131/001/S131_001_00000016.png,S131_001_00000016,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S131,2,24,./cohn-kanade-images/S131/002/S131_002_00000024.png,S131_002_00000024,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,negative
S131,3,24,./cohn-kanade-images/S131/003/S131_003_00000024.png,S131_003_00000024,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,negative
S131,5,10,./cohn-kanade-images/S131/005/S131_005_00000010.png,S131_005_00000010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,surprise
S132,1,11,./cohn-kanade-images/S132/001/S132_001_00000011.png,S132_001_00000011,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S132,2,18,./cohn-kanade-images/S132/002/S132_002_00000018.png,S132_002_00000018,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,negative
S132,3,23,./cohn-kanade-images/S132/003/S132_003_00000023.png,S132_003_00000023,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,negative
S133,1,29,./cohn-kanade-images/S133/001/S133_001_00000029.png,S133_001_00000029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S133,2,20,./cohn-kanade-images/S133/002/S133_002_00000020.png,S133_002_00000020,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,negative
S133,3,47,./cohn-kanade-images/S133/003/S133_003_00000047.png,S133_003_00000047,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,negative
S133,4,15,./cohn-kanade-images/S133/004/S133_004_00000015.png,S133_004_00000015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
S133,10,14,./cohn-kanade-images/S133/010/S133_010_00000014.png,S133_010_00000014,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S134,2,17,./cohn-kanade-images/S134/002/S134_002_00000017.png,S134_002_00000017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S134,3,11,./cohn-kanade-images/S134/003/S134_003_00000011.png,S134_003_00000011,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,negative
S134,4,15,./cohn-kanade-images/S134/004/S134_004_00000015.png,S134_004_00000015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,positive
S134,8,13,./cohn-kanade-images/S134/008/S134_008_00000013.png,S134_008_00000013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negative
S135,1,39,./cohn-kanade-images/S135/001/S135_001_00000039.png,S135_001_00000039,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,surprise
S135,2,19,./cohn-kanade-images/S135/002/S135_002_00000019.png,S135_002_00000019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
S135,4,16,./cohn-kanade-images/S135/004/S135_004_00000016.png,S135_004_00000016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,surprise
